_id,ONDERWIJSBESTUURID,ONDERWIJSAANBIEDERID,ONDERWIJSAANBIEDERGROEPID,ONDERWIJSBEGELEIDINGSAANBIEDERID,BEGINDATUM,EINDDATUM,CONTEXT,SUBCONTEXT_NUMMER,SUBCONTEXT,CONTACTNAAM,EMAILADRES,FAXNUMMER,TELEFOONNUMMER,WEBADRES,BEZOEKNL_STRAATNAAM,BEZOEKNL_HUISNUMMER,BEZOEKNL_HUISNUMMERTOEVOEGING,BEZOEKNL_POSTCODE,BEZOEKNL_PLAATSNAAM,POSTNL_STRAATNAAM,POSTNL_HUISNUMMER,POSTNL_HUISNUMMERTOEVOEGING,POSTNL_POSTCODE,POSTNL_PLAATSNAAM,BEZOEKBTL_ADRESREGEL_EEN,BEZOEKBTL_ADRESREGEL_TWEE,BEZOEKBTL_ADRESREGEL_DRIE,BEZOEKBTL_LANDNAAM,POSTBTL_ADRESREGEL_EEN,POSTBTL_ADRESREGEL_TWEE,POSTBTL_ADRESREGEL_DRIE,POSTBTL_LANDNAAM
5415,,107A541,,,2025-10-27T00:00:00,,ALGEMEEN,1,,,directie@beatrixschool.nl,,078 616 1358,https://www.beatrixschool.nl,Van Schendelstraat,24,,3319RN,Dordrecht,Van Schendelstraat,24,,3319RN,Dordrecht,,,,,,,,
5416,,107A542,,,2025-10-27T00:00:00,,ALGEMEEN,1,,,directie@johanfriso.nl,,078 6213144,https://www.johanfriso.nl,Chico Mendesring,196,,3315MB,Dordrecht,Chico Mendesring,196,,3315MB,Dordrecht,,,,,,,,
5417,,107A543,,,2025-10-27T00:00:00,,ALGEMEEN,1,,,directie@oranjenassauschool.nl,,078 6162904,https://www.oranjenassauschool.nl,,,,,,,,,,,,,,,,,,
5418,,107A546,,,2021-11-24T00:00:00,,ALGEMEEN,2,,Directeur,directievsoonderwijsplus@ronduitonderwijs.nl,,088-9114200,,Heereweg,114,,1901ME,Castricum,Heereweg,114,,1901ME,Castricum,,,,,,,,
5419,,107A548,,,2025-07-01T00:00:00,,ALGEMEEN,0,,Administratie,vsodijkenwaard@ronduitonderwijs.nl,,072-5348037,https://www.dijkenwaardcollege.nl/,Smaragd,32,,1703GB,Heerhugowaard,Smaragd,32,,1703GB,Heerhugowaard,,,,,,,,
5420,,107A549,,,2021-11-25T00:00:00,,ALGEMEEN,0,,Administratie,spinaker.vsodenhelder@ronduitonderwijs.nl,,0223-684255,https://vsodenhelder.despinaker.nl,Sportlaan,38,,1782ND,Den Helder,Sportlaan,38,,1782ND,Den Helder,,,,,,,,
5421,,107A550,,,2025-06-30T00:00:00,,ALGEMEEN,0,,Administratie,spinaker.vsohoorn@ronduitonderwijs.nl,,0229-210894,https://vsohoorn.despinaker.nl/,Marketentster,1,,1625WB,Hoorn,Marketentster,1,,1625WB,Hoorn,,,,,,,,
5422,,107A551,,,2021-11-25T00:00:00,,ALGEMEEN,2,,Administratie,spinaker.vsoalkmaar@ronduitonderwijs.nl,,072-5140244,https://vsoalkmaar.despinaker.nl,Jan Ligthartstraat,7,,1817MR,Alkmaar,Jan Ligthartstraat,7,,1817MR,Alkmaar,,,,,,,,
5423,,107A552,,,2021-11-25T00:00:00,,ALGEMEEN,0,,Administratie,spinaker.vsoalkmaar@ronduitonderwijs.nl,,072-5140244,https://vsoalkmaar.despinaker.nl,Jan Ligthartstraat,7,,1817MR,Alkmaar,Jan Ligthartstraat,7,,1817MR,Alkmaar,,,,,,,,
5424,,107A555,,,2025-10-01T00:00:00,,ALGEMEEN,0,,,info@ezelsbrug.school,,0774672100,,Den Eigen,18,a,5975CB,Sevenum,Den Eigen,18,a,5975CB,Sevenum,,,,,,,,
5425,,107A556,,,2021-12-01T00:00:00,,ALGEMEEN,0,,,info@unicoz.nl,,079-3413033,http://touwladder.unicoz.nl,Velddreef,326,,2727CV,Zoetermeer,Bredewater,4,,2715CA,Zoetermeer,,,,,,,,
5426,,107A557,,,2021-12-01T00:00:00,,ALGEMEEN,0,,,info@unicoz.nl,,079-3318004,https://spelevaert.unicoz.nl,Irisvaart,2,,2724TT,Zoetermeer,Bredewater,4,,2715CA,Zoetermeer,,,,,,,,
5427,,107A558,,,2021-12-02T00:00:00,,ALGEMEEN,0,,,info@unicoz.nl,,079-3316321,http://elzenhoek.unicoz.nl,Broekwegzijde,192,,2725PE,Zoetermeer,Bredewater,4,,2715CA,Zoetermeer,,,,,,,,
5428,,107A559,,,2021-12-01T00:00:00,,ALGEMEEN,0,,,info@unicoz.nl,,079-3310988,https://wilhelmina.unicoz.nl,Willem-Alexanderplantsoen,1,,2713VM,Zoetermeer,Bredewater,4,,2715CA,Zoetermeer,,,,,,,,
5429,,107A560,,,2024-06-01T00:00:00,,ALGEMEEN,0,,,info@unicoz.nl,,079-3311167,https://dejacobsvlinder.unicoz.nl,Schoutenhoek,160,,2722EK,Zoetermeer,Louis Braillelaan,60,,2719EK,Zoetermeer,,,,,,,,
5430,,107A561,,,2024-06-06T00:00:00,,ALGEMEEN,0,,,info@unicoz.nl,,079-3211592,https://regenboog.unicoz.nl,Kerkenbos,12,,2715RP,Zoetermeer,Louis Braillelaan,60,,2719EK,Zoetermeer,,,,,,,,
5431,,107A562,,,2021-12-08T00:00:00,,ALGEMEEN,0,,,info@unicoz.nl,,079-3169184,http://www.ikcstellanova.nl,Willem-Alexanderplantsoen,2,,2713VM,Zoetermeer,Bredewater,4,,2715CA,Zoetermeer,,,,,,,,
5432,,107A563,,,2024-06-06T00:00:00,,ALGEMEEN,0,,,info@unicoz.nl,,079-3164834,http://paulus.unicoz.nl,Dr. J. W. Paltelaan,5,,2712RN,Zoetermeer,Louis Braillelaan,60,,2719EK,Zoetermeer,,,,,,,,
5433,,107A565,,,2024-06-06T00:00:00,,ALGEMEEN,1,,,info@unicoz.nl,,079-3319620,https://noordeinde.unicoz.nl,Bijvoetplan,43,,2728DC,Zoetermeer,Louis Braillelaan,60,,2719EK,Zoetermeer,,,,,,,,
5434,,107A566,,,2024-06-06T00:00:00,,ALGEMEEN,0,,,info@unicoz.nl,,079-3313129,http://achtsprong.unicoz.nl,Rakkersveld,257,,2722BN,Zoetermeer,Louis Braillelaan,60,,2719EK,Zoetermeer,,,,,,,,
5435,,107A567,,,2021-12-01T00:00:00,,ALGEMEEN,0,,,info@unicoz.nl,,079-3213293,http://entree.unicoz.nl,Overwater,1,,2715BT,Zoetermeer,Bredewater,4,,2715CA,Zoetermeer,,,,,,,,
5436,,107A568,,,2024-06-06T00:00:00,,ALGEMEEN,0,,,info@unicoz.nl,,079-3315481,http://www.dehofvijver.unicoz.nl,Forelsloot,3,,2724CA,Zoetermeer,Louis Braillelaan,60,,2719EK,Zoetermeer,,,,,,,,
5437,,107A569,,,2021-12-02T00:00:00,,ALGEMEEN,0,,,info@unicoz.nl,,079-3315443,http://margriet.unicoz.nl,Antigoneschouw,12,,2726KE,Zoetermeer,Bredewater,4,,2715CA,Zoetermeer,,,,,,,,
5438,,107A570,,,2021-12-02T00:00:00,,ALGEMEEN,0,,,info@unicoz.nl,,079-3610082,http://palet.unicoz.nl,Marsgeel,14,,2718BZ,Zoetermeer,Bredewater,4,,2715CA,Zoetermeer,,,,,,,,
5439,,107A571,,,2021-12-01T00:00:00,,ALGEMEEN,0,,,info@unicoz.nl,,079-3616009,https://claus.unicoz.nl,Straspad,1,,2719VG,Zoetermeer,Bredewater,4,,2715CA,Zoetermeer,,,,,,,,
5440,,107A572,,,2024-06-06T00:00:00,,ALGEMEEN,0,,,info@unicoz.nl,,079-3615607,http://floriant.unicoz.nl,Florasingel,17,,2719HP,Zoetermeer,Louis Braillelaan,60,,2719EK,Zoetermeer,,,,,,,,
5441,,107A573,,,2021-12-01T00:00:00,,ALGEMEEN,0,,,info@unicoz.nl,,079-3315022,https://www.floris.unicoz.nl,Hazerswoudestraat,250,,2729CN,Zoetermeer,Bredewater,4,,2715CA,Zoetermeer,,,,,,,,
5442,,107A574,,,2024-06-01T00:00:00,,ALGEMEEN,0,,,info@unicoz.nl,,079-3460169,http://oostwijzer.unicoz.nl,Sumatra,15,,2721GG,Zoetermeer,Louis Braillelaan,60,,2719EK,Zoetermeer,,,,,,,,
5443,,107A575,,,2024-06-01T00:00:00,,ALGEMEEN,0,,,info@unicoz.nl,,079-3313397,http://oostwijzer.unicoz.nl,Nieuwlandstraat,243,,2729EB,Zoetermeer,Louis Braillelaan,60,,2719EK,Zoetermeer,,,,,,,,
5444,,107A576,,,2024-06-06T00:00:00,,ALGEMEEN,0,,,info@unicoz.nl,,079-3617749,http://hetnoorderlicht.unicoz.nl,Spitsbergen,5,,2721GP,Zoetermeer,Louis Braillelaan,60,,2719EK,Zoetermeer,,,,,,,,
5445,,107A577,,,2024-06-06T00:00:00,,ALGEMEEN,0,,,info@unicoz.nl,,079-3434277,https://oranjerie.unicoz.nl,Sumatra,11,,2721GG,Zoetermeer,Louis Braillelaan,60,,2719EK,Zoetermeer,,,,,,,,
5446,,107A581,,,2021-12-01T00:00:00,,ALGEMEEN,0,,,info@unicoz.nl,,079-3212147,https://kindcentrumtoverberg.unicoz.nl,Toverberg,3,,2716LW,Zoetermeer,Bredewater,4,,2715CA,Zoetermeer,,,,,,,,
5447,,107A583,,,2021-12-03T00:00:00,,ALGEMEEN,1,,,petrusdondersschool.administratie@stichtinggoo.nl,,0492-361242,https://www.petrusdondersschool.net/,De Stroom,15,,5421HB,Gemert,,,,,,,,,,,,,
5448,,107A584,,,2021-12-03T00:00:00,,ALGEMEEN,0,,,venster.info@stichtinggoo.nl,,0492-390151,https://www.kchetvenster.nl/,Churchill-laan,18,,5421HA,Gemert,,,,,,,,,,,,,
5449,,107A585,,,2021-12-03T00:00:00,,ALGEMEEN,0,,,samenstroom.info@stichtinggoo.nl,,0492-361419,https://www.kcsamenstroom.nl/,Predikant Swildensstraat,35,,5421VA,Gemert,,,,,,,,,,,,,
5450,,107A586,,,2021-12-03T00:00:00,,ALGEMEEN,0,,,berglaren.info@stichtinggoo.nl,,0492-390818,https://www.kcberglaren.nl/,Groeskuilenstraat,32,,5421HW,Gemert,,,,,,,,,,,,,
5451,,107A587,,,2021-12-03T00:00:00,,ALGEMEEN,0,,,havelt.info@stichtinggoo.nl,,0492-322080,https://www.dehavelt.nl/,Johannes Keijzershof,2,,5423TX,Handel,,,,,,,,,,,,,
5452,,107A588,,,2021-12-03T00:00:00,,ALGEMEEN,0,,,dompelaar.info@stichtinggoo.nl,,0492-359006,https://www.dedompelaar.nl/,St.-Janstraat,49,,5424TS,Elsendorp,,,,,,,,,,,,,
5453,,107A589,,,2021-12-03T00:00:00,,ALGEMEEN,0,,,klimboom.info@stichtinggoo.nl,,0493-599360,https://www.kindcentrumdeklimboom.nl/,Meester Hertsigstraat,7,,5764PR,De Rips,,,,,,,,,,,,,
5454,,107A590,,,2021-12-03T00:00:00,,ALGEMEEN,0,,,info.kastanjelaar@stichtinggoo.nl,,0492-345223,https://www.dekastanjelaar.nl/,Elsenstraat,3,,5763AP,Milheeze,,,,,,,,,,,,,
5455,,107A591,,,2021-12-03T00:00:00,,ALGEMEEN,0,,,bakelaar.info@stichtinggoo.nl,,0492-341552,https://www.debakelaar.nl/,Schoolstraat,35,,5761BV,Bakel,,,,,,,,,,,,,
5456,,107A592,,,2021-12-03T00:00:00,,ALGEMEEN,0,,,octopus.info@stichtinggoo.nl,,0492-326155,https://www.kindcentrumoctopus.nl/,Parkweg,36,,5427AL,Boekel,,,,,,,,,,,,,
5457,,107A593,,,2021-12-03T00:00:00,,ALGEMEEN,0,,,cornelius.info@stichtinggoo.nl,,0492-359036,https://www.kccornelius.nl/,Sint Josephplein,7,,5428GL,Venhorst,,,,,,,,,,,,,
5458,,107A594,,,2021-12-03T00:00:00,,ALGEMEEN,0,,,regenboog.info@stichtinggoo.nl,,0492-321909,https://www.regenboogboekel.nl/,Parkweg,10,,5427AL,Boekel,,,,,,,,,,,,,
5459,,107A595,,,2021-12-03T00:00:00,,ALGEMEEN,0,,,kleinerf.info@stichtinggoo.nl,,0492-390210,https://www.kleinerf.nl/,Oude-Molenweg,12,,5425VR,De Mortel,,,,,,,,,,,,,
5460,,107A596,,,2025-10-27T00:00:00,,ALGEMEEN,1,,,directie@juliana-school.nl,,078 6160013,https://www.juliana-school.nl,,,,,,,,,,,,,,,,,,
5461,,107A603,,,2025-04-07T00:00:00,,ALGEMEEN,0,,,directie@jorisschool.nl,,0545-272573,,,,,,,Hoflaan,4,,7271BR,Borculo,,,,,,,,
5462,,107A604,,,2022-05-30T00:00:00,,ALGEMEEN,0,,,directie@14e-montessori.nl,,020-6239900,https://www.14e-montessori.nl/,Elandsstraat,99,,1016RX,Amsterdam,,,,,,,,,,,,,
5463,,107A605,,,2022-05-30T00:00:00,,ALGEMEEN,0,,,directie@maas-waal.nl,,020-6447173,https://montessorimaasenwaal.nl/,Uiterwaardenstraat,544,,1079AZ,Amsterdam,,,,,,,,,,,,,
5464,,107A606,,,2022-05-30T00:00:00,,ALGEMEEN,0,,,directie@eerstemontessori.nl,,020-6736193,https://eerstemontessori.nl/,Corellistraat,1,,1077HA,Amsterdam,,,,,,,,,,,,,
5465,,107A607,,,2022-06-07T00:00:00,,ALGEMEEN,0,,,directie@2edalton.nl,,0202296936,http://www.2edalton.nl/,Willem Witsenstraat,10,,1077AZ,Amsterdam,,,,,,,,,,,,,
5466,,107A608,,,2022-06-07T00:00:00,,ALGEMEEN,0,,,directie@derdedalton.nl,,0206624480,http://www.derdedalton.nl/,Van Ostadestraat,201,,1073TN,Amsterdam,,,,,,,,,,,,,
5467,,107A609,,,2022-06-07T00:00:00,,ALGEMEEN,0,,,directie@annefrank-montessori.nl,,0206640482,http://www.annefrank-montessori.nl,Niersstraat,41,,1078VJ,Amsterdam,,,,,,,,,,,,,
5468,,107A610,,,2022-06-07T00:00:00,,ALGEMEEN,0,,,directie@descholekster.nl,,0206790228,http://www.descholekster.nl/,Karel du Jardinstraat,76,,1073TE,Amsterdam,,,,,,,,,,,,,
5469,,107A611,,,2022-06-07T00:00:00,,ALGEMEEN,0,,,directie@boe-amsterdam.nl,,0206391045,http://www.boe-amsterdam.nl,Kraijenhoffstraat,10,,1018RK,Amsterdam,,,,,,,,,,,,,
5470,,107A612,,,2022-06-07T00:00:00,,ALGEMEEN,0,,,directie@obsburght.nl,,0206246947,http://www.obsburght.nl,Herengracht,34,,1015BL,Amsterdam,,,,,,,,,,,,,
5471,,107A613,,,2022-06-07T00:00:00,,ALGEMEEN,0,,,directie@dongeschool.nl,,0206641288,http://www.dongeschool.nl/,Dintelstraat,5,,1078VN,Amsterdam,Dintelstraat,5,,1078VN,Amsterdam,,,,,,,,
5472,,107A614,,,2022-06-07T00:00:00,,ALGEMEEN,0,,,directie@boekmanschool.nl,,0206229785,http://www.boekmanschool.nl,Korte Lepelstraat,81,,1018ZA,Amsterdam,,,,,,,,,,,,,
5473,,107A615,,,2026-02-17T00:00:00,,ALGEMEEN,0,,,directie@kindercampuszuidas.nl,,0207230788,http://www.kindercampuszuidas.nl,Nadia en Lili Boulangerplantsoen,700,,1083HT,Amsterdam,Nadia en Lili Boulangerplantsoen,700,,1083HT,Amsterdam,,,,,,,,
5474,,107A616,,,2022-06-07T00:00:00,,ALGEMEEN,0,,,directie@kleinenicolaas.nl,,0208204438,http://www.basisschooldekleinenicolaas.nl,Cornelis Krusemanstraat,10,,1075NL,Amsterdam,,,,,,,,,,,,,
5475,,107A617,,,2022-06-07T00:00:00,,ALGEMEEN,0,,,directie@dekleinereus.org,,0203207735,http://www.dekleinereus.org,Nieuwe Looiersstraat,9,,1017VA,Amsterdam,,,,,,,,,,,,,
5476,,107A618,,,2022-06-07T00:00:00,,ALGEMEEN,0,,,directie@merkelbachschool.nl,,0206428845,http://www.merkelbachschool.nl/,Arent Janszoon Ernststraat,128,,1082LP,Amsterdam,,,,,,,,,,,,,
5477,,107A619,,,2022-06-07T00:00:00,,ALGEMEEN,0,,,directie@nicolaasmaes.nl,,0208201124,http://www.nicolaasmaes.nl,Nicolaas Maesstraat,124,,1071RH,Amsterdam,,,,,,,,,,,,,
5478,,107A620,,,2022-06-07T00:00:00,,ALGEMEEN,0,,,directie@bsdenotenkraker.nl,,0206178128,http://www.bsdenotenkraker.nl,Theophile de Bockstraat,100,D,1058VC,Amsterdam,,,,,,,,,,,,,
5479,,107A621,,,2022-06-07T00:00:00,,ALGEMEEN,0,,,directie@olympiaschool.nl,,0204712265,http://www.olympiaschool.nl,Stadionkade,113,A,1076BN,Amsterdam,,,,,,,,,,,,,
5480,,107A622,,,2022-06-07T00:00:00,,ALGEMEEN,0,,,directie@oscarcarre.nl,,0206799402,http://www.oscarcarre.nl,Eerste Jan van der Heijdenstraat,161,,1072TS,Amsterdam,,,,,,,,,,,,,
5481,,107A623,,,2022-06-07T00:00:00,,ALGEMEEN,0,,,directie@despringstok.nl,,020664 86 70,http://www.despringstok.nl,Tweede Jan van der Heijdenstraat,75,,1074XR,Amsterdam,,,,,,,,,,,,,
5482,,107A624,,,2022-06-07T00:00:00,,ALGEMEEN,0,,,directie@ttsa.nl,,020626 66 74,http://www.theothijssenschoolamsterdam.nl,Tuinstraat,137,A,1015PA,Amsterdam,,,,,,,,,,,,,
5483,,107A625,,,2022-06-07T00:00:00,,ALGEMEEN,0,,,directie@witteolifant.nl,,020-6245000,https://www.witteolifant.nl/,Nieuwe Uilenburgerstraat,96,,1011LX,Amsterdam,,,,,,,,,,,,,
5484,,107A638,,,2021-12-06T00:00:00,,ALGEMEEN,0,,Administratie,info@dedorpsakker.nl,,0756874208,https://www.dedorpsakker.nl/,Brandakkerstraat,4,,1566XD,Assendelft,Brandakkerstraat,4,,1566XD,Assendelft,,,,,,,,
5485,,107A674,,,2025-09-17T00:00:00,,ALGEMEEN,0,,,directiedeblokkendoos@floriander.nl,,0416-362335,http://www.bsdeblokkendoos.nl,Ecliptica,26,,5175XJ,Loon op Zand,Ecliptica,26,,5175XJ,Loon op Zand,,,,,,,,
5486,,107A675,,,2021-11-30T00:00:00,,ALGEMEEN,0,,,info@g-s-v.nl,,0505270818,https://g-s-v.nl,Sweelincklaan,4,,9722JV,Groningen,Sweelincklaan,4,,9722JV,Groningen,,,,,,,,
5487,,107A676,,,2025-11-04T00:00:00,,ALGEMEEN,0,,,directie.pwa@cnsputten.nl,,0577401413,https://www.pwauddel.nl/,Uddelsekampweg,1,,3888LV,Uddel,Uddelsekampweg,1,,3888LV,Uddel,,,,,,,,
5488,,107A677,,,2025-10-02T00:00:00,,ALGEMEEN,1,,Directie,directie@bsdewijngaard.nl,,0314323135,https://www.bsdewijngaard.nl,,,,,,,,,,,,,,,,,,
5489,,107A678,,,2023-01-12T00:00:00,,ALGEMEEN,0,,,ichthus@cnsputten.nl,,0341354541,https://www.ichthusputten.nl/,van Oldenbarneveltstraat,70,,3882CG,Putten,van Oldenbarneveltstraat,70,,3882CG,Putten,,,,,,,,
5490,,107A680,,,2022-06-01T00:00:00,,ALGEMEEN,0,,,directie.diermen@cnsputten.nl,,0332451982,https://www.bmdbdiermen.nl/,Nijkerkerstraat,97,,3882PE,Putten,Nijkerkerstraat,97,,3882PE,Putten,,,,,,,,
5491,,107A681,,,2025-06-24T00:00:00,,ALGEMEEN,0,,,directie.defontein@cnsputten.nl,,0341353686,https://www.bmdbdefontein.nl/,Papiermakerstraat,18,,3881BL,Putten,Papiermakerstraat,18,,3881BL,Putten,,,,,,,,
5492,,107A682,,,2023-08-17T00:00:00,,ALGEMEEN,0,,,directie.deakker@cnsputten.nl,,0341353541,https://www.bmdbdeakker.nl/,Bilderdijkstraat,49,,3881WB,Putten,Bilderdijkstraat,49,,3881WB,Putten,,,,,,,,
5493,,107A683,,,2021-11-30T00:00:00,,ALGEMEEN,0,,,huinen@cnsputten.nl,,0341491221,https://www.bmdbhuinen.nl/,Huinerschoolweg,5,,3882TJ,Putten,Huinerschoolweg,5,,3882TJ,Putten,,,,,,,,
5494,,107A684,,,2022-06-01T00:00:00,,ALGEMEEN,0,,,directie.steenenkamer@cnsputten.nl,,0341356487,https://www.bmdbsteenenkamer.nl/,Waterweg,32,,3882RC,Putten,Waterweg,32,,3882RC,Putten,,,,,,,,
5495,,107A685,,,2025-11-03T00:00:00,,ALGEMEEN,0,,,Directie.schuilplaats@cnsputten.nl,,0341353031,https://www.bmdbschuilplaats.nl/,Verzetslaan,17,,3882HH,Putten,Verzetslaan,17,,3882HH,Putten,,,,,,,,
5496,,107A688,,,2021-12-07T00:00:00,,ALGEMEEN,0,,,directie.obsdeharpoen@opspoor.nl,,075-6423839,https://www.obsdeharpoen.nl,Weiver,2,,1546LB,Jisp,Weiver,2,,1546LB,Jisp,,,,,,,,
5497,,107A689,,,2021-12-07T00:00:00,,ALGEMEEN,0,,,directie.obswijdewormer@pspoor.nl,,0299-425477,https://www.obswijdewormer.nl,Wijdewormerplein,1,,1456CB,Wijdewormer,Wijdewormerplein,1,,1456CB,Wijdewormer,,,,,,,,
5498,,107A690,,,2021-12-07T00:00:00,,ALGEMEEN,0,,,directie.obsdewagemaker@opspoor.nl,,020-4824741,https://www.obsdewagemaker.nl,Poortwachtersweg,1,,1121JX,Landsmeer,Poortwachtersweg,1,,1121JX,Landsmeer,,,,,,,,
5499,,107A692,,,2021-12-07T00:00:00,,ALGEMEEN,0,,,directie.bloeiendeperelaar@opspoor.nl,,0299-422271,https://www.bloeiendeperelaar.nl,Middenpad,1,,1461BW,Zuidoostbeemster,Middenpad,1,,1461BW,Zuidoostbeemster,,,,,,,,
5500,,107A693,,,2021-12-07T00:00:00,,ALGEMEEN,0,,,directie.obsdestap@opspoor.nl,,020-4821930,https://www.obsdestap.nl,Dr. M.L. Kingstraat,2,D,1121CP,Landsmeer,Dr. M.L. Kingstraat,2,D,1121CP,Landsmeer,,,,,,,,
5501,,107A694,,,2021-12-07T00:00:00,,ALGEMEEN,0,,,directie.blauwemorgenster@opspoor.nl,,0299-681940,https://www.deblauwemorgenster.nl,Nicolaas Cromhoutlaan,2,,1462JL,Middenbeemster,Nicolaas Cromhoutlaan,2,,1462JL,Middenbeemster,,,,,,,,
5502,,107A695,,,2021-12-07T00:00:00,,ALGEMEEN,0,,,directie.vanrandwijkschool@opspoor.nl,,020-4361817,https://www.vanrandwijkschool.nl,Gruttostraat,3,,1452XH,Ilpendam,Gruttostraat,3,,1452XH,Ilpendam,,,,,,,,
5503,,107A696,,,2021-12-07T00:00:00,,ALGEMEEN,0,,,directie.obsdefuik@opspoor.nl,,020-4824225,https://www.obsdefuik.nl,Den Ilp,88,,1127PH,Den Ilp,Den Ilp,88,,1127PH,Den Ilp,,,,,,,,
5504,,107A697,,,2021-12-07T00:00:00,,ALGEMEEN,0,,,directie.mlking@opspoor.nl,,0299-748026,https://www.mlking-schoolso.nl,Dr. J.M. den Uyllaan,10,,1442VS,Purmerend,Dr. J.M. den Uyllaan,10,,1442VS,Purmerend,,,,,,,,
5505,,107A698,,,2021-12-07T00:00:00,,ALGEMEEN,0,,,directie.kcwillemeggert@opspoor.nl,,0299-421385,https://www.kcwillemeggert.nl,Jan van Egmondstraat,14,,1441HM,Purmerend,Jan van Egmondstraat,14,,1441HM,Purmerend,,,,,,,,
5506,,107A699,,,2025-10-13T00:00:00,,ALGEMEEN,0,,,directie.kcwheermolen@opspoor.nl,,0299-423648,https://www.kcwheermolen.nl,Luitstraat,4,,1443XA,Purmerend,Luitstraat,4,,1443XA,Purmerend,,,,,,,,
5507,,107A700,,,2021-12-07T00:00:00,,ALGEMEEN,0,,,directie.hetcarrousel@opspoor.nl,,0299-421990,https://www.hetcarrousel.nl,Flevostraat,2,,1442PZ,Purmerend,Flevostraat,2,,1442PZ,Purmerend,,,,,,,,
5508,,107A701,,,2021-12-07T00:00:00,,ALGEMEEN,0,,,directie.ranonkel@opspoor.nl,,0299-435595,https://www.obsranonkel.nl,Boterbloem,3,,1441TT,Purmerend,Boterbloem,3,,1441TT,Purmerend,,,,,,,,
5509,,107A702,,,2021-12-07T00:00:00,,ALGEMEEN,0,,,directie.hetparelhof@opspoor.nl,,0299-640610,https://www.hetparelhof.nl,,,,,,Zichthof,9,,1445HC,Purmerend,,,,,,,,
5510,,107A703,,,2021-12-07T00:00:00,,ALGEMEEN,0,,,directie.obsnoorderlicht@opspoor.nl,,0299-643876,https://www.obsnoorderlicht.nl,Jachtwagenstraat,64,,1445NM,Purmerend,Jachtwagenstraat,64,,1445NM,Purmerend,,,,,,,,
5511,,107A704,,,2021-12-07T00:00:00,,ALGEMEEN,0,,,directie.obsdefuut@opspoor.nl,,0299-653577,https://www.obsdefuut.nl/,Avegaar,85,,1141JL,Monnickendam,Avegaar,85,,1141JL,Monnickendam,,,,,,,,
5512,,107A705,,,2021-12-07T00:00:00,,ALGEMEEN,0,,,directie.obsdehavenrakkers@opspoor.nl,,020-4031847,https://www.obsdehavenrakkers.nl,Nieuwland,32,,1151BA,Broek in Waterland,Nieuwland,32,,1151BA,Broek in Waterland,,,,,,,,
5513,,107A706,,,2021-12-07T00:00:00,,ALGEMEEN,0,,,directie.dekweekvijver@opspoor.nl,,075-6841332,https://www.dekweekvijver.nl,Paling,2,,1511LK,Oostzaan,Paling,2,,1511LK,Oostzaan,,,,,,,,
5514,,107A707,,,2021-12-07T00:00:00,,ALGEMEEN,0,,,directie.obsdeoverhaal@opspoor.nl,,020-4033291,https://www.obsdeoverhaal.nl,Zuiderwouder Dorpsstraat,41,,1153PD,Zuiderwoude,Zuiderwouder Dorpsstraat,41,,1153PD,Zuiderwoude,,,,,,,,
5515,,107A708,,,2021-12-07T00:00:00,,ALGEMEEN,0,,,directie.derietkraag@opspoor.nl,,075-6841236,https://www.derietkraag.nl,Rietschoot,342,,1511WV,Oostzaan,Rietschoot,342,,1511WV,Oostzaan,,,,,,,,
5516,,107A709,,,2021-12-07T00:00:00,,ALGEMEEN,0,,,directie.obsdegouwzee@opspoor.nl,,0299-653532,https://www.obsdegouwzee.nl,Wilhelminalaan,58,,1141CW,Monnickendam,Wilhelminalaan,58,,1141CW,Monnickendam,,,,,,,,
5517,,107A710,,,2021-12-07T00:00:00,,ALGEMEEN,0,,,directie.obsdeeendragt@opspoor.nl,,075-6423611,https://www.obsdeeendragt.nl,Zandweg,15,,1531AJ,Wormer,Zandweg,15,,1531AJ,Wormer,,,,,,,,
5518,,107A711,,,2021-12-07T00:00:00,,ALGEMEEN,0,,,directie.obsnoorderschool@opspoor.nl,,075-6843784,https://www.obsnoorderschool.nl,De Haal,44,,1511AS,Oostzaan,De Haal,44,,1511AS,Oostzaan,,,,,,,,
5519,,107A712,,,2021-12-07T00:00:00,,ALGEMEEN,0,,,directie.weremere@opspoor.nl,,075-6421420,https://www.weremere.nl,Kameelstraat,24,,1531EK,Wormer,Kameelstraat,24,,1531EK,Wormer,,,,,,,,
5520,,107A713,,,2021-12-08T00:00:00,,ALGEMEEN,0,,,directie.tilletje@opspoor.nl,,0299-401303,https://obshetkwartet.nl/tilletje-warder,Warder,126,,1473PH,Warder,Warder,126,,1473PH,Warder,,,,,,,,
5521,,107A714,,,2021-12-07T00:00:00,,ALGEMEEN,0,,,directie.obsdekoningsspil@opspoor.nl,,0299-403128,https://www.obsdekoningsspil.nl,Seevancksweg,93,,1474HT,Oosthuizen,Seevancksweg,93,,1474HT,Oosthuizen,,,,,,,,
5522,,107A715,,,2021-12-07T00:00:00,,ALGEMEEN,0,,,directie.obsmiddelie@opspoor.nl,,0299-621777,https://obshetkwartet.nl/obs-middelie,Middelie,92,,1472GT,Middelie,Middelie,92,,1472GT,Middelie,,,,,,,,
